學年,大學,修課程度,就業情況,職業,畢業生人數
2014/15,香港科技大學,學士學位課程,全職就業,醫療和衞生工作者,12
2014/15,香港科技大學,學士學位課程,全職就業,藝術家,4
2014/15,香港科技大學,學士學位課程,全職就業,敎學專業,119
2014/15,香港科技大學,學士學位課程,其他,非全職就業,64
2014/15,香港科技大學,學士學位課程,就業不足,非全職就業,65
2014/15,香港科技大學,硏究院硏究課程,升學,非全職就業,63
2014/15,香港科技大學,硏究院硏究課程,失業,非全職就業,14
2014/15,香港科技大學,硏究院硏究課程,全職就業,工程師,31
2014/15,香港科技大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,17
2014/15,香港科技大學,硏究院硏究課程,全職就業,物理和生命科學技術員,2
2014/15,香港科技大學,硏究院硏究課程,全職就業,物理和生命科學家,2
2014/15,香港科技大學,硏究院硏究課程,全職就業,保險、房地產及商業服務,1
2014/15,香港科技大學,硏究院硏究課程,全職就業,商務專業人員,15
2014/15,香港科技大學,硏究院硏究課程,全職就業,經理,3
2014/15,香港科技大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,5
2014/15,香港科技大學,硏究院硏究課程,全職就業,醫療和衞生工作者,2
2014/15,香港科技大學,硏究院硏究課程,全職就業,敎學專業,132
2014/15,香港科技大學,硏究院硏究課程,其他,非全職就業,58
2014/15,香港科技大學,硏究院硏究課程,就業不足,非全職就業,17
2014/15,香港浸會大學,學士學位課程,升學,非全職就業,185
2014/15,香港浸會大學,學士學位課程,失業,非全職就業,5
2014/15,香港浸會大學,學士學位課程,全職就業,工程技術人員,11
2014/15,香港浸會大學,學士學位課程,全職就業,工程師,14
2014/15,香港浸會大學,學士學位課程,全職就業,不在上述分類,2
2014/15,香港浸會大學,學士學位課程,全職就業,文書及相關人員,35
2014/15,香港浸會大學,學士學位課程,全職就業,未有提供資料,37
2014/15,香港浸會大學,學士學位課程,全職就業,生產及有關工人,1
2014/15,香港浸會大學,學士學位課程,全職就業,作家、新聞記者及相關作家,107
2014/15,香港浸會大學,學士學位課程,全職就業,系統分析員和電腦程序員,60
2014/15,香港浸會大學,學士學位課程,全職就業,其他服務工作人員,11
2014/15,香港浸會大學,學士學位課程,全職就業,其他專業人員和技術工人,104
2014/15,香港浸會大學,學士學位課程,全職就業,法律工作者,2
2014/15,香港浸會大學,學士學位課程,全職就業,物理和生命科學技術員,7
2014/15,香港浸會大學,學士學位課程,全職就業,物理和生命科學家,5
2014/15,香港浸會大學,學士學位課程,全職就業,保險、房地產及商業服務,5
2014/15,香港浸會大學,學士學位課程,全職就業,保護服務工作者,3
2014/15,香港浸會大學,學士學位課程,全職就業,建築師和測量師,3
2014/15,香港浸會大學,學士學位課程,全職就業,政府官員（一般職系）,22
2014/15,香港浸會大學,學士學位課程,全職就業,飛機和船舶人員,1
2014/15,香港浸會大學,學士學位課程,全職就業,商務專業人員,466
2014/15,香港浸會大學,學士學位課程,全職就業,會計師及核數師,65
2014/15,香港浸會大學,學士學位課程,全職就業,經理,26
2014/15,香港浸會大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,8
2014/15,香港浸會大學,學士學位課程,全職就業,資料不全以致未能分類,1
2014/15,香港浸會大學,學士學位課程,全職就業,銷售／服務人員,45
2014/15,香港浸會大學,學士學位課程,全職就業,醫療和衞生工作者,34
2014/15,香港浸會大學,學士學位課程,全職就業,藝術家,46
2014/15,香港浸會大學,學士學位課程,全職就業,敎學專業,213
2014/15,香港浸會大學,學士學位課程,其他,非全職就業,21
2014/15,香港浸會大學,學士學位課程,就業不足,非全職就業,55
2014/15,香港浸會大學,硏究院修課課程,全職就業,其他專業人員和技術工人,1
2014/15,香港浸會大學,硏究院修課課程,全職就業,敎學專業,8
2014/15,香港浸會大學,硏究院硏究課程,升學,非全職就業,9
2014/15,香港浸會大學,硏究院硏究課程,失業,非全職就業,1
2014/15,香港浸會大學,硏究院硏究課程,全職就業,工程技術人員,1
2014/15,香港浸會大學,硏究院硏究課程,全職就業,生產及有關工人,1
2014/15,香港浸會大學,硏究院硏究課程,全職就業,其他專業人員和技術工人,1
2014/15,香港浸會大學,硏究院硏究課程,全職就業,物理和生命科學家,1
2014/15,香港浸會大學,硏究院硏究課程,全職就業,醫療和衞生工作者,1
2014/15,香港浸會大學,硏究院硏究課程,全職就業,敎學專業,19
2014/15,香港浸會大學,硏究院硏究課程,其他,非全職就業,14
2014/15,香港浸會大學,硏究院硏究課程,就業不足,非全職就業,3
2014/15,香港理工大學,副學位課程,升學,非全職就業,729
2014/15,香港理工大學,副學位課程,失業,非全職就業,13
2014/15,香港理工大學,副學位課程,全職就業,工程技術人員,12
2014/15,香港理工大學,副學位課程,全職就業,工程師,34
2014/15,香港理工大學,副學位課程,全職就業,文書及相關人員,1
2014/15,香港理工大學,副學位課程,全職就業,生產及有關工人,1
2014/15,香港理工大學,副學位課程,全職就業,作家、新聞記者及相關作家,2
2014/15,香港理工大學,副學位課程,全職就業,系統分析員和電腦程序員,4
2014/15,香港理工大學,副學位課程,全職就業,其他服務工作人員,8
2014/15,香港理工大學,副學位課程,全職就業,其他專業人員和技術工人,12
2014/15,香港理工大學,副學位課程,全職就業,宗教工作者,1
2014/15,香港理工大學,副學位課程,全職就業,物理和生命科學技術員,8
2014/15,香港理工大學,副學位課程,全職就業,保險、房地產及商業服務,1
2014/15,香港理工大學,副學位課程,全職就業,保護服務工作者,5
2014/15,香港理工大學,副學位課程,全職就業,建築師和測量師,23
2014/15,香港理工大學,副學位課程,全職就業,商務專業人員,39
2014/15,香港理工大學,副學位課程,全職就業,會計師及核數師,1
2014/15,香港理工大學,副學位課程,全職就業,經濟學家、統計學家和數學家,1
2014/15,香港理工大學,副學位課程,全職就業,銷售／服務人員,9
2014/15,香港理工大學,副學位課程,全職就業,醫療和衞生工作者,26
2014/15,香港理工大學,副學位課程,全職就業,藝術家,14
2014/15,香港理工大學,副學位課程,全職就業,敎學專業,4
2014/15,香港理工大學,副學位課程,其他,非全職就業,8
2014/15,香港理工大學,副學位課程,就業不足,非全職就業,34
2014/15,香港理工大學,學士學位課程,升學,非全職就業,126
2014/15,香港理工大學,學士學位課程,失業,非全職就業,92
2014/15,香港理工大學,學士學位課程,全職就業,工程技術人員,14
2014/15,香港理工大學,學士學位課程,全職就業,工程師,423
2014/15,香港理工大學,學士學位課程,全職就業,文書及相關人員,7
2014/15,香港理工大學,學士學位課程,全職就業,生產及有關工人,7
2014/15,香港理工大學,學士學位課程,全職就業,作家、新聞記者及相關作家,26
2014/15,香港理工大學,學士學位課程,全職就業,系統分析員和電腦程序員,151
2014/15,香港理工大學,學士學位課程,全職就業,其他服務工作人員,92
2014/15,香港理工大學,學士學位課程,全職就業,其他專業人員和技術工人,86
2014/15,香港理工大學,學士學位課程,全職就業,宗教工作者,3
2014/15,香港理工大學,學士學位課程,全職就業,物理和生命科學技術員,45
2014/15,香港理工大學,學士學位課程,全職就業,物理和生命科學家,4
2014/15,香港理工大學,學士學位課程,全職就業,保險、房地產及商業服務,77
2014/15,香港理工大學,學士學位課程,全職就業,保護服務工作者,8
2014/15,香港理工大學,學士學位課程,全職就業,建築師和測量師,133
2014/15,香港理工大學,學士學位課程,全職就業,政府官員（一般職系）,6
2014/15,香港理工大學,學士學位課程,全職就業,飛機和船舶人員,5
2014/15,香港理工大學,學士學位課程,全職就業,商務專業人員,671
2014/15,香港理工大學,學士學位課程,全職就業,會計師及核數師,144
2014/15,香港理工大學,學士學位課程,全職就業,經理,8
2014/15,香港理工大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,38
2014/15,香港理工大學,學士學位課程,全職就業,銷售／服務人員,64
2014/15,香港理工大學,學士學位課程,全職就業,醫療和衞生工作者,544
2014/15,香港理工大學,學士學位課程,全職就業,藝術家,197
2014/15,香港理工大學,學士學位課程,全職就業,敎學專業,46
2014/15,香港理工大學,學士學位課程,其他,非全職就業,44
2014/15,香港理工大學,學士學位課程,就業不足,非全職就業,117
2014/15,香港理工大學,硏究院修課課程,全職就業,其他專業人員和技術工人,10
2014/15,香港理工大學,硏究院硏究課程,升學,非全職就業,4
2014/15,香港理工大學,硏究院硏究課程,失業,非全職就業,5
2014/15,香港理工大學,硏究院硏究課程,全職就業,工程師,3
2014/15,香港理工大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,4
2014/15,香港理工大學,硏究院硏究課程,全職就業,物理和生命科學技術員,1
2014/15,香港理工大學,硏究院硏究課程,全職就業,物理和生命科學家,2
2014/15,香港理工大學,硏究院硏究課程,全職就業,商務專業人員,7
2014/15,香港理工大學,硏究院硏究課程,全職就業,經理,1
2014/15,香港理工大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,32
2014/15,香港理工大學,硏究院硏究課程,全職就業,藝術家,1
2014/15,香港理工大學,硏究院硏究課程,全職就業,敎學專業,18
2014/15,香港理工大學,硏究院硏究課程,其他,非全職就業,1
2014/15,香港敎育大學,副學位課程,升學,非全職就業,2
2014/15,香港敎育大學,副學位課程,全職就業,文書及相關人員,2
2014/15,香港敎育大學,副學位課程,全職就業,其他服務工作人員,2
2014/15,香港敎育大學,副學位課程,全職就業,其他專業人員和技術工人,1
2014/15,香港敎育大學,副學位課程,全職就業,商務專業人員,1
2014/15,香港敎育大學,副學位課程,全職就業,銷售／服務人員,1
2014/15,香港敎育大學,副學位課程,全職就業,敎學專業,178
2014/15,香港敎育大學,副學位課程,就業不足,非全職就業,14
2014/15,香港敎育大學,學士學位課程,升學,非全職就業,57
2014/15,香港敎育大學,學士學位課程,失業,非全職就業,8
2014/15,香港敎育大學,學士學位課程,全職就業,工程技術人員,1
2014/15,香港敎育大學,學士學位課程,全職就業,工程師,1
2014/15,香港敎育大學,學士學位課程,全職就業,文書及相關人員,25
2014/15,香港敎育大學,學士學位課程,全職就業,未有提供資料,6
